R7179,R9641
R5642,R8061
R16196,R17166
R10219,R9240
R15216,R16664
R14019,R14766
R10746,R13347
R3737,R4646
R15823,R17477
R4851,R5855
R11486,R9172
R11508,R6254
R11512,R14079
R14897,R15656
R5708,R7102
R1946,R6137
R2075,R3580
R5584,R6537
R14892,R9842
R10829,R9438
R15403,R16139
R10264,R6366
R15101,R16232
R11586,R13308
R4184,R6045
R2599,R4085
R1689,R305
R1488,R468
R11253,R17096
R13907,R9516
R11121,R13704
R6407,R8838
R15377,R16818
R1477,R512
R7146,R8147
R13889,R8488
R8369,R9855
R16194,R8571
R11,R1856
R3919,R4906
R4975,R7878
R2168,R753
R16888,R17606
R2148,R9963
R12094,R9837
R2647,R5124
R3242,R814
R11449,R9618
R11610,R6341
R12565,R13761
R2747,R4241
R13806,R6437
R10157,R8239
R8563,R9555
R6937,R7943
R1768,R6601
R6377,R9845
R11326,R9475
R3366,R467
R17186,R17506
R11127,R5795
R1667,R7454
R6398,R7380
R15137,R16896
R172,R4954
R1874,R8692
R13415,R9409
R1792,R3307
R13336,R14882
R16180,R9531
R11651,R8843
R11685,R9908
R11130,R14472
R15431,R16841
R13378,R7884
R2840,R4743
R12100,R6903
R1991,R6273
R15850,R16923
R14329,R6117
R11529,R13253
R2425,R4412
R4705,R6596
R12443,R16326
R1754,R3764
R11162,R5891
R145,R1534
R3872,R4786
R10127,R7675
R6418,R9888
R10848,R13053
R15213,R16676
R13416,R7445
R13642,R9506
R10600,R11917
R5206,R9096
R11535,R13661
R12190,R4541
R14929,R17453
R3437,R9549
R13869,R15749
R4870,R8267
R12715,R13749
R12108,R9339
R8787,R9732
R2999,R5897
R12798,R14338
R14649,R15759
R15365,R16113
R2415,R502
R3054,R4039
R11048,R14064
R10668,R3470
R3077,R9442
R2954,R3430
R4814,R95
R13902,R14273
R11024,R15894
R5437,R627
R10831,R9411
R12935,R15630
R15102,R6624
R11319,R14242
R4828,R8288
R6922,R9421
R11237,R9418
R12777,R7463
R11742,R12412
R3240,R333
R2878,R7280
R10730,R9798
R3384,R8264
R14677,R15434
R11474,R9064
R2919,R3970
R1248,R2702
R11483,R12392
R10487,R10919
R12443,R16950
R3885,R6291
R10228,R12490
R12541,R8661
R2238,R9357
R12013,R13250
R11744,R14212
R4095,R8934
R3875,R5253
R7162,R8626
R7199,R8671
R10222,R11518
R17347,R9791
R14487,R15256
R11044,R6774
R14803,R15928
R1153,R4515
R13699,R14941
R12132,R14950
R2466,R4855
R10899,R8521
R10738,R16856
R1876,R3476
R3663,R7476
R2933,R520
R11749,R9461
R16504,R17460
R11295,R13436
R2562,R6016
R3359,R7215
R6431,R9429
R7907,R9398
R11804,R13508
R12541,R12926
R10238,R12882
R16203,R17486
R9259,R9777
R10084,R9145
R14113,R15236
R13881,R7979
R1250,R264
R12100,R5947
R14734,R15489
R10387,R16860
R13909,R7031
R12564,R14536
R4349,R5373
R12835,R13651
R10415,R9468
R12507,R14463
R4194,R6102
R3379,R6828
R11813,R14678
R15600,R16345
R1723,R5089
R7383,R8377
R11633,R12524
R8095,R9101
R1448,R3954
R2526,R5396
R3002,R8831
R12514,R9799
R16454,R16455
R1634,R7424
R15045,R17139
R13133,R14701
R6547,R7992
R10214,R13656
R12527,R6830
R14612,R16100
R6419,R7396
R1478,R3370
R5164,R6603
R2711,R4198
R13988,R14729
R7361,R9370
R1178,R3077
R10338,R14965
R1004,R3959
R10123,R7175
R13689,R16605
R12068,R8340
R11389,R11836
R1253,R3235
R14566,R15340
R11203,R17347
R2397,R3944
R12069,R9805
R4399,R8723
R10782,R15649
R12280,R16172
R4452,R6364
R5219,R888
R8937,R9877
R5334,R6261
R1348,R847
R11262,R12633
R12245,R6543
R1500,R6784
R5144,R8035
R4903,R7190
R593,R6845
R3759,R6485
R13609,R14366
R2410,R3926
R2160,R4138
R14363,R15131
R13436,R14206
R11103,R5769
R10285,R1061
R10156,R13245
R3824,R5183
R12600,R16776
R12000,R14836
R16163,R16498
R5631,R6582
R11288,R13428
R4838,R5850
R10049,R13135
R15926,R17282
R11028,R4780
R16010,R16716
R5424,R8351
R126,R9832
R16171,R17142
R6358,R7817
R4121,R7961
R15797,R9043
R15594,R9245
R13366,R14157
R5658,R7077
R5047,R8414
R11964,R15332
R2012,R4915
R14519,R9374
R13100,R8977
R11562,R8734
R15001,R15881
R16080,R16438
R3490,R4938
R10710,R1980
R11452,R15518
R2686,R308
R1783,R7287
R13812,R14595
R12750,R8060
R15089,R16517
R15052,R17114
R6177,R8148
R14866,R9191
R11864,R9589
R3377,R4339
R3933,R492
R2895,R4413
R13079,R9989
R1430,R47
R5436,R9845
R3366,R5375
R2174,R4592
R12185,R9409
R327,R3781
R4932,R7825
R11371,R9044
R11664,R8381
R1728,R3730
R15879,R17503
R9257,R9767
R4011,R6870
R13124,R13931
R15926,R16308
R4888,R5809
R14026,R14772
R6102,R7538
R3652,R701
R6711,R8701
R12623,R13027
R12633,R13422
R12161,R13044
R12425,R14052
R2529,R7388
R2367,R6221
R4352,R9702
R11619,R12527
R15493,R17604
R12294,R3048
R12361,R8595
R14929,R16008
R11247,R14194
R13689,R15192
R16434,R17070
R10118,R8154
R10243,R12903
R13416,R9409
R4816,R8679
R10511,R11383
R12952,R8792
R1537,R4938
R14628,R9511
R5329,R6252
R2544,R8359
R1422,R94
R6333,R8747
R8851,R9822
R12613,R14588
R15064,R16182
R6514,R8988
R11034,R5935
R11077,R6261
R11194,R4049
R1523,R6845
R10944,R9065
R2197,R4590
R11378,R5655
R13633,R15532
R12089,R1573
R10763,R13370
R15951,R16990
R3216,R7127
R1741,R4650
R11095,R9209
R10056,R11388
R1276,R2730
R3737,R8551
R13257,R17081
R1807,R7169
R126,R4030
R13804,R15300
R16491,R17432
R7051,R8035
R11970,R12856
R4412,R9207
R4238,R817
R1401,R1895
R9087,R9632
R7204,R9256
R11368,R8033
R13035,R13420
R11040,R7694
R2031,R4450
R11579,R13722
R10520,R16534
R12749,R4678
R1430,R2400
R5463,R6391
R6011,R8412
R1185,R2156
R12229,R16491
R11767,R14609
R8195,R9186
R10856,R9959
R12537,R6866
R11705,R17073
R2502,R4003
R12701,R9015
R10400,R11311
R13688,R16980
R10218,R11971
R3551,R4488
R11875,R5214
R5421,R9820
R10462,R11356
R15221,R8199
R2831,R5189
R10205,R8193
R2358,R3345
R10763,R14146
R11385,R15078
R6805,R7780
R13721,R4861
R3921,R5372
R5158,R7086
R14873,R17338
R14636,R6553
R10670,R9180
R2641,R4564
R13114,R13887
R10056,R14328
R6048,R744
R10874,R15379
R7451,R8462
R15281,R16010
R2900,R3976
R13474,R6023
R1895,R7185
R15618,R16670
R6675,R8126
R10885,R7490
R14616,R16105
R11266,R13826
R5205,R6642
R5305,R9755
R3421,R7266
R13441,R14589
R2185,R3212
R1225,R6071
R15937,R16948
R5025,R6004
R1530,R3497
R11072,R11971
R6504,R7515
R1640,R2585
R7231,R8195
R2407,R6755
R1039,R5395
R10907,R11784
R12102,R14523
R14048,R14445
R1158,R5954
R4241,R5157
R12477,R7775
R11744,R8895
R13039,R13831
R15096,R16409
R13327,R15976
R10034,R3781
R2835,R7620
R13537,R17149
R12627,R9438
R12980,R14165
R2269,R4226
R11261,R13044
R6004,R8440
R11618,R12534
R14672,R15410
R13069,R14240
R11849,R7564
R14943,R16449
R10491,R10925
R13522,R15399
R12864,R8787
R12897,R5761
R11332,R12258
R13386,R14899
R6829,R7336
R1286,R2258
R1748,R3737
R10201,R3400
R4794,R922
R5665,R812
R11151,R8340
R8289,R9287
R5819,R7712
R10157,R7692
R4289,R6658
R1027,R1904
R13110,R7007
R13928,R16849
R16446,R17102
R13847,R16442
R5856,R6301
R12213,R9959
R4516,R659
R10348,R9420
R3202,R4585
R12512,R15644
R100,R1893
R2909,R3476
R12024,R2915
R6576,R9081
R5737,R8171
R4021,R4494
R5992,R7692
R10629,R9781
R7619,R9594
R12809,R14399
R366,R8079
R1494,R477
R12857,R15901
R13165,R7112
R12726,R14294
R246,R4533
R11830,R13551
R16970,R17535
R11654,R14531
R2083,R3851
R14715,R16251
R16113,R17405
R3872,R5256
R10012,R10451
R12561,R9831
R12124,R13029
R11965,R9226
R4084,R4085
R12422,R13647
R13714,R7279
R3686,R7974
R14885,R15244
R10946,R15081
R12921,R6366
R1493,R1898
R1683,R276
R4311,R5200
R13319,R14469
R12430,R9288
R12620,R7939
R16331,R16667
R3388,R53
R5289,R8692
R1204,R3199
R12282,R8536
R12020,R15612
R13642,R8990
R5752,R8735
R10379,R6925
R11910,R5612
R5790,R9775
R14694,R15817
R12201,R16794
R1286,R5158
R1345,R2839
R11489,R11934
R6786,R8770
R3372,R3373
R7194,R8753
R12702,R13921
R10821,R16600
R14541,R15294
R10785,R6392
R5101,R7628
R10394,R13818
R7158,R9573
R1270,R316
R6667,R8592
R13341,R9802
R1319,R2818
R11573,R5754
R14626,R15359
R14777,R16262
R7080,R8055
R4672,R6251
R10813,R4101
R12553,R13359
R14314,R14316
R13149,R15462
R11135,R8695
R5162,R7557
R1845,R3345
R3611,R6430
R6637,R7652
R15715,R16089
R3041,R6883
R12048,R16701
R10331,R8411
R6706,R9771
R1460,R2439
R14355,R8089
R3815,R8784
R14997,R16776
R5522,R9907
R10041,R6586
R12946,R7822
R11668,R15265
R11009,R8097
R11384,R13136
R5479,R6914
R10632,R8677
R6107,R8543
R10562,R9610
R2596,R642
R2874,R440
R10664,R12417
R6395,R9344
R4083,R8942
R5878,R8230
R2109,R3600
R1000,R1877
R1092,R7854
R2414,R53
R10084,R10964
R12557,R17359
R10104,R8144
R15014,R15390
R1811,R4759
R6608,R8031
R5839,R7748
R11146,R7733
R10754,R14892
R12331,R7160
R2243,R5598
R5380,R8742
R11396,R15455
R10197,R12832
R16476,R17128
R15703,R16422
R5282,R8265
R15495,R16552
R15447,R16518
R10193,R11081
R10343,R1635
R15795,R16171
R15728,R17393
R11014,R14348
R10297,R10773
R10006,R6505
R10640,R9742
R1632,R5483
R11031,R8661
R5051,R5968
R12212,R9454
R10359,R9403
R16435,R17087
R11004,R16214
R2461,R3897
R16511,R17480
R11959,R8282
R13412,R14544
R10601,R2224
R12120,R16072
R14246,R16140
R11671,R9856
R7688,R8311
R7052,R768
R1024,R9687
R15311,R17395
R11200,R12577
R10818,R8407
R10830,R14583
R11623,R15622
R1701,R3156
R4364,R448
R4096,R5483
R14931,R16712
R12950,R13751
R11814,R12719
R10191,R8192
R2138,R7452
R11775,R7979
R10417,R17402
R10521,R11386
R4722,R8596
R12371,R15843
R2046,R8839
R7496,R8013
R11585,R12506
R13294,R16969
R4396,R5278
R4179,R7035
R5211,R9499
R1711,R9990
R6080,R8985
R13091,R14656
R4339,R6271
R15360,R16786
R10496,R12298
R11549,R15557
R11430,R12335
R13485,R9962
R11842,R16185
R4652,R6571
R8990,R9506
R1840,R2853
R11157,R9308
R1933,R3411
R12989,R14954
R6666,R8625
R12658,R8474
R15804,R17144
R11420,R12342
R11648,R12555
R2659,R8006
R10122,R5736
R5302,R8234
R3961,R7221
R10424,R11318
R3999,R6852
R15097,R16253
R7102,R7633
R679,R6916
R14538,R15672
R10720,R5417
R10592,R1501
R1073,R4916
R1113,R1611
R14059,R9198
R6893,R8844
R12024,R4865
R10424,R12200
R12298,R5181
R5585,R9119
R11380,R7662
R2008,R3005
R14859,R16996
R12417,R2494
R13151,R14699
R11371,R8036
R5037,R6455
R12516,R9820
R12056,R17347
R14695,R16534
R6318,R7747
R5095,R6522
R10995,R8602
R14096,R9684
R4183,R9521
R10056,R15083
R5029,R645
R10950,R13235
R4488,R7387
R13192,R14749
R17011,R9808
R3451,R470
R10629,R12861
R105,R1952
R10840,R14580
R13055,R8964
R7911,R8965
R14745,R9631
R13574,R9121
R12765,R8594
R3442,R7750
R16166,R17557
R15324,R16048
R15848,R9115
R3343,R5255
R15409,R16808
R2678,R6991
R12393,R14768
R12023,R9756
R10924,R13935
R12842,R15205
R15773,R16484
R4827,R6233
R2296,R862
R14597,R16420
R11870,R14013
R12196,R14182
R14271,R16057
R13430,R14973
R4717,R8646
R7311,R9221
R11093,R12856
R17199,R17607
R1343,R5668
R3135,R9963
R6031,R7454
R11078,R12411
R272,R3172
R12969,R16023
R3978,R8309
R4273,R5218
R6531,R7467
R17307,R7700
R1425,R2408
R12182,R7352
R13967,R16560
R13880,R9461
R13500,R14276
R3961,R4835
R10475,R6565
R2381,R8741
R13264,R6277
R14385,R15160
R10355,R13032
R11696,R12617
R12194,R14606
R1504,R9726
R2265,R4679
R10038,R13955
R2958,R5352
R12238,R12704
R16721,R17355
R8431,R9424
R11765,R8462
R6334,R8711
R11270,R12604
R2344,R5684
R12845,R7724
R11564,R9785
R12295,R9321
R14246,R14247
R4723,R7598
R11210,R16017
R11664,R5944
R3651,R6478
R7325,R8813
R10768,R16401
R12830,R16985
R13850,R9912
R5148,R9063
R11340,R5115
R4147,R5081
R14776,R15532
R10274,R11180
R14616,R17413
R2333,R3833
R13772,R14906
R5769,R9692
R4586,R5582
R6198,R7136
R2216,R7036
R3481,R7334
R6898,R9822
R14116,R14890
R2124,R8413
R10336,R8724
R16499,R17344
R10284,R5896
R10477,R12725
R3839,R881
R11892,R13998
R7114,R9120
R4457,R7338
R2437,R6248
R3710,R9014
R11961,R14048
R10278,R11158
R7042,R8548
R10595,R9642
R12641,R14555
R11437,R16255
R4946,R606
R12176,R14565
R4894,R8229
R13875,R17105
R354,R7392
R11986,R14031
R3735,R9036
R1829,R6148
R5801,R9668
R11691,R15342
R15421,R17440
R13114,R17423
R1043,R6871
R10251,R11105
R12089,R3071
R4168,R5103
R13999,R17199
R8805,R9798
R14466,R15955
R3422,R9211
R1699,R5556
R16346,R16347
R11911,R5750
R6636,R8627
R15510,R16560
R1141,R6442
R12261,R15379
R12127,R4529
R15186,R15908
R4619,R7974
R15829,R17478
R12049,R12919
R1395,R9405
R10804,R15687
R3886,R6712
R11233,R12121
R2771,R6125
R13911,R17119
R8801,R9793
R13335,R9818
R10660,R11554
R7455,R9944
R6655,R9604
R4471,R5409
R15330,R9938
R2419,R4363
R15820,R17481
R10871,R7968
R12466,R14952
R10122,R11028
R10525,R6605
R4764,R881
R4645,R8541
R12481,R13648
R14616,R15366
R1783,R8290
R13769,R16035
R15321,R17074
R1528,R4454
R12767,R17194
R4541,R7936
R15435,R16844
R10047,R9081
R2909,R5306
R1947,R4353
R16985,R8714
R10168,R7303
R3899,R8205
R5189,R8641
R8688,R9709
R14951,R15724
R10611,R14792
R11347,R7031
R11835,R8563
R5944,R7355
R5646,R8049
R2146,R4685
R13559,R9066
R8380,R9837
R13824,R15340
R7357,R9368
R10760,R5436
R2725,R6106
R12960,R9368
R2918,R5305
R15238,R16694
R5505,R9421
R12888,R14797
R2513,R6339
R11048,R3400
R1469,R2891
R15970,R17334
R257,R4127
R10265,R12922
R3859,R4718
R12001,R16296
R2775,R5686
R3011,R573
R13122,R13925
R12048,R13746
R2601,R3608
R4457,R8329
R5836,R8197
R3262,R7084
R8840,R8841
R16679,R17311
R14374,R15107
R1049,R130
R16292,R17246
R6971,R9963
R11851,R8058
R6697,R9098
R11489,R16329
R8303,R9270
R5815,R7740
R2826,R8588
R1051,R3522
R2111,R7896
R15096,R16864
R2169,R4191
R12834,R7789
R12669,R14229
R7492,R9996
R13000,R8400
R5131,R6095
R5992,R6258
R1056,R3020
R10623,R9379
R1732,R5392
R12104,R9830
R4852,R5823
R11938,R8245
R14912,R9362
R12666,R13072
R10311,R7382
R13405,R6467
R7074,R9084
R2752,R5661
R3003,R4473
R8010,R9513
R15099,R15496
R3701,R4602
R3194,R9483
R4785,R6738
R13643,R15211
R3954,R532
R10636,R5310
R13141,R15081
R2544,R7389
R10910,R6519
R361,R4216
R10819,R14965
R14309,R8566
R12795,R16230
R1568,R4046
R11631,R14505
R13506,R8497
R242,R4103
R10122,R7177
R4672,R4834
R2238,R3232
R3646,R4566
R5347,R9700
R14019,R16271
R4365,R5846
R4196,R7043
R11499,R9221
R5365,R8231
R11190,R1125
R5879,R7731
R3031,R5390
R13582,R6653
R1767,R3761
R1676,R9032
R16711,R17552
R4537,R6954
R10535,R11410
R1948,R2922
R10593,R434
R10144,R9156
R10663,R6282
R1727,R362
R12399,R9643
R11517,R12850
R10859,R6966
R10838,R13410
R6125,R9057
R1029,R2464
R15948,R16637
R13424,R15320
R12290,R13150
R12004,R7174
R7025,R9015
R3840,R6626
R4683,R8049
R13649,R2494
R6022,R6959
R6150,R8128
R1765,R3757
R4391,R5361
R2034,R5885
R13005,R17071
R2202,R3194
R14299,R6102
R3209,R4583
R10920,R2222
R11502,R11998
R10566,R11458
R11291,R9423
R12051,R12922
R14039,R14830
R1735,R2708
R10338,R14185
R3647,R5534
R2023,R4447
R11498,R12481
R12978,R6893
R2480,R3411
R12603,R13045
R15042,R9487
R10839,R13824
R11668,R9826
R10738,R15805
R7778,R8772
R14507,R17326
R2224,R5480
R7012,R7971
R12970,R14516
R3755,R8567
R12039,R15956
R14530,R16008
R1466,R3439
R3884,R6601
R10529,R13563
R11727,R12630
R11842,R9078
R10683,R11969
R478,R951
R6530,R9521
R10904,R9472
R12684,R7009
R1539,R2007
R12208,R14219
R2691,R716
R10405,R8964
R4841,R6274
R7790,R90
R13363,R14894
R10505,R7091
R15218,R7797
R10275,R11615
R6772,R8300
R11426,R9134
R11070,R1880
R13425,R14182
R11253,R14588
R8723,R9194
R14070,R15585
R10142,R15161
R13849,R16431
R12981,R14549
R6296,R9655
R6915,R9381
R14518,R15269
R10324,R7767
R10122,R2360
R11150,R12070
R15598,R16334
R15028,R16815
R4962,R8864
R11694,R12153
R14227,R17583
R6721,R7715
R17026,R17555
R3787,R6655
R2833,R3823
R1722,R8098
R13595,R14720
R3259,R3261
R5509,R8907
R10693,R9707
R10506,R8651
R5758,R7247
R15627,R16687
R13749,R15248
R4988,R7945
R11564,R14791
R4827,R5346
R1069,R135
R7942,R8916
R6117,R8579
R10387,R13558
R3485,R4480
R5108,R7032
R11344,R8980
R6961,R8461
R3070,R4966
R11649,R7381
R1,R7677
R3346,R907
R2129,R3783
R10920,R3223
R15256,R17343
R7611,R9572
R12545,R9369
R1918,R2921
R4666,R7093
R11541,R5861
R11152,R12529
R13949,R15452
R14563,R15321
R10550,R7651
R1870,R440
R3306,R4310
R5919,R6380
R10637,R16626
R14315,R9560
R2299,R9097
R6601,R8576
R113,R1950
R13184,R9092
R16119,R8009
R10638,R8187
R10814,R8906
R1268,R9049
R14223,R16058
R1790,R3280
R3874,R4315
R14546,R15320
R10510,R9065
R11639,R13326
R14004,R17132
R14478,R8661
R8361,R9334
R1585,R4105
R14934,R15270
R10566,R16882
R10160,R8207
R10210,R5365
R2737,R6309
R3420,R8184
R5118,R8026
R4327,R5174
R10580,R6623
R10557,R7638
R10766,R11664
R4875,R6776
R11125,R12035
R10431,R4181
R14210,R15344
R10832,R7930
R12884,R6826
R14018,R7678
R10416,R16786
R10496,R9541
R14501,R15992
R14460,R15193
R12257,R13493
R7785,R9200
R15727,R17380
R12332,R13206
R1448,R5285
R5206,R7657
R8000,R9010
R7342,R7827
R10491,R8546
R1976,R4389
R14296,R16837
R11347,R13909
R7999,R8998
R14803,R15550
R10502,R11393
R1440,R2419
R1711,R6985
R10303,R11192
R16589,R16934
R2252,R3745
R5956,R9931
R10375,R8913
R5205,R8113
R12165,R8892
R14342,R16213
R12531,R13745
R11997,R13253
R12231,R15765
R5067,R7960
R1314,R3288
R3584,R5478
R10301,R11671
R13278,R15559
R13481,R6491
R10452,R9480
R10968,R15515
R13059,R6027
R11496,R13657
R10394,R11267
R11075,R5793
R2677,R3675
R11506,R11966
R13008,R9910
R7894,R9937
R16830,R17450
R16102,R17581
R14418,R8198
R7857,R9841
R11817,R16181
R12556,R15649
R13930,R5600
R14164,R14956
R13953,R6013
R2045,R4244
R11362,R7520
R10246,R5879
R13005,R16419
R13310,R15604
R4709,R838
R8295,R9759
R4106,R6433
R13859,R17074
R3135,R8459
R1125,R188
R10685,R13292
R12327,R15504
R12191,R13840
R1669,R254
R14476,R16334
R11561,R4438
R6181,R7629
R3343,R4316
R13319,R15216
R12577,R6905
R12570,R15670
R13864,R8963
R15571,R16608
R5327,R8190
R1754,R5642
R13768,R15279
R2545,R4031
R5523,R7404
R1820,R415
R12319,R13140
R5536,R7451
R12059,R13327
R6696,R8965
R6953,R9877
R10738,R15091
R11870,R14374
R14550,R17179
R10692,R12911
R11759,R14620
R4899,R7748
R15161,R9169
R11034,R11910
R13385,R13764
R10139,R6000
R2777,R3298
R15420,R15766
R1442,R5863
R14353,R7154
R13497,R15379
R13734,R6368
R4240,R6582
R16544,R17215
R11524,R7721
R4336,R6746
R11620,R7815
R3205,R8512
R11026,R7429
R11675,R7374
R10886,R4169
R11166,R12059
R12886,R8733
R248,R5048
R4900,R5879
R10142,R14028
R6281,R8694
R6696,R7911
R11284,R8444
R14579,R15341
R14119,R16352
R3235,R4652
R10380,R12177
R10637,R14040
R12311,R17493
R10662,R6726
R10627,R11552
R5047,R5958
R2432,R6281
R13171,R16893
R4469,R5901
R11763,R9946
R14789,R8755
R6378,R9348
R14656,R5589
R11821,R16172
R13354,R9327
R7230,R9233
R14807,R15596
R10203,R4376
R10855,R13064
R4428,R8068
R2831,R4251
R12576,R13369
R1950,R2888
R11456,R14759
R16299,R17269
R14843,R16288
R7867,R8838
R12661,R7963
R12313,R8058
R1834,R4730
R3479,R40
R5725,R7125
R10817,R6950
R12692,R17131
R6231,R7311
R7513,R8988
R11008,R14737
R1002,R1910
R12683,R15763
R11879,R6675
R4071,R4552
R10745,R5396
R8358,R9371
R3183,R4137
R10009,R4601
R11847,R12747
R16103,R16104
R17115,R17439
R12058,R8348
R10669,R14846
R1400,R4842
R1890,R6798
R11197,R15675
R15682,R17063
R2637,R3651
R11292,R13416
R14661,R16489
R13797,R6468
R1243,R4173
R1100,R3101
R1412,R4407
R5811,R9713
R15528,R16263
R15616,R16331
R14309,R7570
R8003,R8995
R12459,R7736
R13158,R8601
R12778,R15123
R15925,R17294
R5122,R6091
R14237,R15008
R3169,R7529
R10265,R11161
R1436,R2445
R13686,R14817
R12025,R13677
R10989,R13602
R6940,R8446
R15520,R16262
R4298,R9622
R1885,R4344
R14314,R15594
R2069,R4968
R6764,R7726
R5053,R7466
R2590,R638
R10156,R10609
R6300,R9783
R2460,R3421
R10448,R12701
R5920,R9839
R4363,R6279
R3402,R4335
R3723,R793
R10632,R7693
R3900,R460
R1429,R484
R979,R980
R5885,R8326
R16496,R16845
R4593,R5569
R5101,R6617
R4818,R5362
R11019,R6198
R1839,R4248
R6245,R7235
R3543,R7874
R12058,R6357
R8989,R9511
R4734,R6152
R1885,R6769
R13551,R15805
R12305,R16518
R5053,R9961
R12023,R7237
R11987,R14790
R15710,R9390
R6877,R8374
R2258,R2758
R13155,R17205
R13396,R16434
R5497,R9431
R2722,R7048
R10447,R7025
R3333,R5312
R1337,R2320
R3872,R433
R1302,R5659
R15827,R16512
R3235,R9046
R1502,R6753
R10021,R8547
R13322,R13742
R11292,R13415
R7602,R8592
R5252,R898
R11800,R7471
R10290,R2524
R6765,R7738
R10202,R7714
R16261,R16598
R10498,R13131
R14943,R15733
R11169,R12947
R15418,R17432
R14021,R15172
R12106,R14527
R4623,R9483
R13525,R15056
R3001,R5910
R10806,R11685
R3343,R9154
R10936,R12295
R5225,R7139
R1178,R4542
R17454,R17591
R3185,R4636
R11237,R5657
R15435,R16506
R5805,R8212
R4770,R7588
R12490,R15608
R12828,R5343
